 State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Sales, Own-child, White, Female,25, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,60, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, >50K
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,60, Poland, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,54, United-States, >50K
 Local-gov, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,50, United-States, <=50K
 Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Male,40, El-Salvador, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K
 Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,45, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,41, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,70, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States, >50K
 Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,30, United-States, <=50K
 Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,50, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,17, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college, Divorced, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K
 ?, HS-grad, Never-married, ?, Own-child, White, Female,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,40, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,28, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K
 Private, 11th, Never-married, Sales, Own-child, White, Female,8, United-States, <=50K
 Private, Some-college, Widowed, Prof-specialty, Own-child, White, Female,40, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, Husband, White, Male,40, United-States, <=50K
 Local-gov, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, Nicaragua, >50K
 Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,40, Philippines, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Sales, Not-in-family, White, Male,40, United-States, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,40, United-States, >50K
 Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,28, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,60, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,60, Jamaica, <=50K
 Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,40, England, <=50K
 Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,32, United-States, <=50K
 Self-emp-inc, HS-grad, Separated, Sales, Unmarried, White, Female,20, Honduras, <=50K
 Private, 1st-4th, Never-married, Farming-fishing, Not-in-family, Other, Male,50, Mexico, <=50K
 Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, <=50K
 Private, 12th, Married-spouse-absent, Other-service, Own-child, Other, Female,20, United-States, <=50K
 Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,50, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Wife, White, Female,40, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,60, United-States, >50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K
 Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,35, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 ?, Bachelors, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Female,10, Taiwan, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,48, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,45, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,45, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, >50K
 ?, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander, Male,10, South, <=50K
 Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,55, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,40, United-States, <=50K
 Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,16, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,45, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Own-child, White, Male,45, United-States, <=50K
 Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,50, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, >50K
 Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,40, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,48, United-States, >50K
 Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,40, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,50, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States, >50K
 Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,40, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, ?, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,30, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,40, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,45, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,50, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
 State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,60, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,40, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,32, United-States, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,40, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,40, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, >50K
 Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,50, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,65, United-States, >50K
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,40, Italy, <=50K
 ?, Some-college, Never-married, ?, Own-child, White, Female,15, United-States, <=50K
 ?, Some-college, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Male,3, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,45, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,55, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Wife, White, Female,5, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,44, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Columbia, <=50K
 Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,40, United-States, <=50K
 Federal-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,40, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States, >50K
 Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,35, United-States, >50K
 Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Female,23, United-States, <=50K
 Local-gov, 9th, Married-civ-spouse, Other-service, Wife, White, Female,40, Yugoslavia, >50K
 Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K
 Private, 9th, Married-spouse-absent, Other-service, Other-relative, White, Male,35, Mexico, <=50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,43, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K
 Private, Some-college, Divorced, Sales, Unmarried, White, Female,43, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,16, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, White, Male,80, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,40, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States, >50K
